;crop_variety;reference;experiment_type_original;experiment_numbers;yield;year;crop_type;salinitylevel_list;yieldreduction_list;max_yieldreduction
300;P. dactylifera;Ramoliya and Pandey (2003);bags, wire net cage;6.0;total root weight (mg/plant);2000.0;Date_palm;[4.3, 6.0, 8.2, 10.5, 12.8, 14.6, nan, nan, nan, nan, nan, nan];[100.0, 126.768642447419, 83.6933797909408, 72.8919860627178, 67.1080139372822, 0.0, nan, nan, nan, nan, nan, nan];
301;Khalas;Alrasbi et al. (2010);;6.0;rel. trunk height;;Date_palm;[3.0, 6.0, 9.0, 12.0, 15.0, 18.0, nan, nan, nan, nan, nan, nan];[100.0, 85.0, 73.0, 68.0, 55.0, 48.0, nan, nan, nan, nan, nan, nan];
302;Abunarenjeh;Alrasbi et al. (2010);;6.0;rel. trunk height;;Date_palm;[3.0, 6.0, 9.0, 12.0, 15.0, 18.0, nan, nan, nan, nan, nan, nan];[100.0, 77.0, 70.0, 66.0, 52.0, 53.0, nan, nan, nan, nan, nan, nan];
303;Khunaizy;Alrasbi et al. (2010);;6.0;rel. trunk height;;Date_palm;[3.0, 6.0, 9.0, 12.0, 15.0, 18.0, nan, nan, nan, nan, nan, nan];[100.0, 85.0, 74.0, 60.0, 58.0, 43.0, nan, nan, nan, nan, nan, nan];
304;Licata F1-COIS 94;Maggio et al. (2007);greenhouse, 15L buckets;8.0;rel. plant dry mass;2005;Tomato;[2.5, 4.2, 6.0, 7.8, 9.6, 11.4, 13.2, 15.0, nan, nan, nan, nan];[100.0, 87.0, 75.0, 64.0, 60.0, 57.0, 49.0, 45.0, nan, nan, nan, nan];
305;5656;Shani et al. (2007);lysimeter;6.0;rel. yield;;Tomato;[1.0, 2.0, 4.0, 5.5, 8.0, 11.0, nan, nan, nan, nan, nan, nan];[100.0, 91.0, 86.0, 67.0, 54.0, 36.0, nan, nan, nan, nan, nan, nan];
306;Débora Plus;Eloi et al. (2011);greenhouse;6.0;rel. yield;2006;Tomato;[1.5, 2.5, 3.5, 4.5, 5.5, 6.5, nan, nan, nan, nan, nan, nan];[100.0, 102.061855670103, 103.092783505155, 92.7835051546392, 86.5979381443299, 43.298969072165, nan, nan, nan, nan, nan, nan];
307;Trust;Hajer et al. (2006);small pots;4.0;dry shoot+root weight (g);2005;Tomato;[0.15625, 2.34375, 3.90625, 5.46875, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 85.036496350365, 67.1532846715328, 63.1386861313869, nan, nan, nan, nan, nan, nan, nan, nan];
308;Grace;Hajer et al. (2006);small pots;4.0;dry shoot+root weight (g);2006;Tomato;[0.15625, 2.34375, 3.90625, 5.46875, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 69.9275362318841, 57.6086956521739, 33.695652173913, nan, nan, nan, nan, nan, nan, nan, nan];
309;Plitz;Hajer et al. (2006);small pots;4.0;dry shoot+root weight (g);2007;Tomato;[0.15625, 2.34375, 3.90625, 5.46875, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 85.7142857142857, 57.5091575091575, 47.2527472527472, nan, nan, nan, nan, nan, nan, nan, nan];
310;Roma;Shibli et al. (2007);in vitro;5.0;dry shoot+root weight (mg);2006;Tomato;[0.0, 4.565625, 9.13125, 13.696875, 18.2625, nan, nan, nan, nan, nan, nan, nan];[100.0, 83.1775700934579, 59.8130841121495, 80.3738317757009, 50.4672897196262, nan, nan, nan, nan, nan, nan, nan];
311;Patio;Shibli et al. (2007);in vitro;5.0;dry shoot+root weight (mg);2006;Tomato;[0.0, 4.565625, 9.13125, 13.696875, 18.2625, nan, nan, nan, nan, nan, nan, nan];[100.0, 124.242424242424, 85.6060606060606, 84.0909090909091, 73.4848484848485, nan, nan, nan, nan, nan, nan, nan];
312;IPA 6;Campos et al. (2006);rhizotron;5.0;pulp yield (g/plant);2000;Tomato;[1.0, 2.0, 3.0, 4.0, 5.0, nan, nan, nan, nan, nan, nan, nan];[100.0, 105.544554455446, 93.4653465346535, 101.188118811881, 75.8415841584158, nan, nan, nan, nan, nan, nan, nan];
313;;Noshadi et al. (2013);field;5.0;yield (t/ha);;Tomato;[0.68, 2.0, 4.0, 6.0, 8.0, nan, nan, nan, nan, nan, nan, nan];[100.0, 124.013677012099, 83.035244608101, 66.6754339821147, 55.7601262493425, nan, nan, nan, nan, nan, nan, nan];
314;Floradade;Reina-Sanchez et al. (2005);greenhouse PE, 20L pot;4.0;yield (g/plant);2001;Tomato;[1.9, 4.7, 7.1, 9.1, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 73.7540337038365, 64.5392613840086, 31.6242380781642, nan, nan, nan, nan, nan, nan, nan, nan];
315;L1;Reina-Sanchez et al. (2005);greenhouse PE, 20L pot;4.0;yield (g/plant);2001;Tomato;[1.9, 4.7, 7.1, 9.1, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 71.3897280966768, 43.4441087613293, 31.5105740181269, nan, nan, nan, nan, nan, nan, nan, nan];
316;L5;Reina-Sanchez et al. (2005);greenhouse PE, 20L pot;4.0;yield (g/plant);2001;Tomato;[1.9, 4.7, 7.1, 9.1, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 85.1981351981352, 61.2762237762238, 39.1317016317016, nan, nan, nan, nan, nan, nan, nan, nan];
317;L9;Reina-Sanchez et al. (2005);greenhouse PE, 20L pot;4.0;yield (g/plant);2001;Tomato;[1.9, 4.7, 7.1, 9.1, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 57.4447949526814, 42.9652996845426, 25.7097791798107, nan, nan, nan, nan, nan, nan, nan, nan];
318;Daniela;del Amor et al. (2001);greenhouse, perlite bags;4.0;rel. yield;2000;Tomato;[2.0, 4.0, 6.0, 8.0, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 89.0, 60.0, 51.0, nan, nan, nan, nan, nan, nan, nan, nan];
319;Floradade;Malash et al. (2008);field;4.0;total yield (t/4200m²;2000-2001-2002;Tomato;[0.55, 2.0, 3.0, 4.5, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 94.5131142598734, 86.9158878504673, 69.5206511908351, nan, nan, nan, nan, nan, nan, nan, nan];
320;Asgrow Double TX;Francois et. Al. 1984;field;6.0;grain yield g/m²;1982.0;Sorghum;[3.0, 4.9, 7.3, 9.5, 11.4, 12.4, nan, nan, nan, nan, nan, nan];[100.0, 93.1216931216931, 90.1234567901235, 74.4268077601411, 28.2186948853616, 8.28924162257496, nan, nan, nan, nan, nan, nan];
321;Northrup King NK-265;Francois et. Al. 1985;field;6.0;grain yield g/m²;1982.0;Sorghum;[3.0, 4.9, 7.3, 9.5, 11.4, 12.4, nan, nan, nan, nan, nan, nan];[100.0, 101.871657754011, 87.4331550802139, 53.475935828877, 30.2139037433155, 5.88235294117647, nan, nan, nan, nan, nan, nan];
322;Kimia;Almodares 2008;greenhouse;4.0;stem yield t/ha;2006.0;Sorghum;[2.0, 4.0, 8.0, 12.0, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 92.5, 87.7551020408163, 82.219387755102, nan, nan, nan, nan, nan, nan, nan, nan];
323;Keller;Almodares 2009;greenhouse;4.0;stem yield t/ha;2007.0;Sorghum;[2.0, 4.0, 8.0, 12.0, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 100.252113302684, 100.252113302684, 99.2139997033961, nan, nan, nan, nan, nan, nan, nan, nan];
324;Sofra;Almodares 2010;greenhouse;4.0;stem yield t/ha;2008.0;Sorghum;[2.0, 4.0, 8.0, 12.0, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 101.25, 95.8392857142857, 91.6607142857143, nan, nan, nan, nan, nan, nan, nan, nan];
325;BTX 62;El-Haddad et. Al. 1994;10L plastic pot, greenhouse;4.0;dry weight g/plant;;Sorghum;[0.36525, 9.13125, 18.2625, 36.525, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 100.833333333333, 67.0833333333333, 31.25, nan, nan, nan, nan, nan, nan, nan, nan];
326;BTX 63;El-Haddad et. Al. 1994;10L plastic pot, greenhouse;4.0;dry weight g/plant;;Sorghum;[0.36525, 9.13125, 18.2625, 36.525, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 97.4074074074074, 65.1851851851852, 34.4444444444444, nan, nan, nan, nan, nan, nan, nan, nan];
327;BTX 64;El-Haddad et. Al. 1994;10L plastic pot, greenhouse;4.0;dry weight g/plant;;Sorghum;[0.36525, 9.13125, 18.2625, 36.525, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 95.6834532374101, 70.863309352518, 41.726618705036, nan, nan, nan, nan, nan, nan, nan, nan];
328;Serena;Netondo 2004;greenhouse, 1,5L plastic pot;6.0;plant dry weight (g) ABGELESEN!;1997.0;Sorghum;[0.0, 4.565625, 9.13125, 13.696875, 18.2625, 22.828125, nan, nan, nan, nan, nan, nan];[100.0, 88.6792452830189, 71.6981132075472, 56.6037735849057, 52.8301886792453, 24.5283018867925, nan, nan, nan, nan, nan, nan];
329;Seredo;Netondo 2004;greenhouse, 1,5L plastic pot;6.0;plant dry weight (g) ABGELESEN!;1997.0;Sorghum;[0.0, 4.565625, 9.13125, 13.696875, 18.2625, 22.828125, nan, nan, nan, nan, nan, nan];[100.0, 110.204081632653, 130.612244897959, 83.6734693877551, 61.2244897959184, 48.9795918367347, nan, nan, nan, nan, nan, nan];
330;PANT-1;Rani et. Al. 2012;petriplate experiment;6.0;shoot dry weight (mg);2006.0;Sorghum;[0.0, 3.0, 6.0, 7.2, 10.0, 12.0, nan, nan, nan, nan, nan, nan];[100.0, 65.9362549800797, 54.5816733067729, 44.4223107569721, 26.4940239043825, 20.3187250996016, nan, nan, nan, nan, nan, nan];
331;PANT-2;Rani et. Al. 2012;petriplate experiment;6.0;shoot dry weight (mg);2006.0;Sorghum;[0.0, 3.0, 6.0, 7.2, 10.0, 12.0, nan, nan, nan, nan, nan, nan];[100.0, 64.4381223328592, 52.773826458037, 31.0099573257468, 19.4879089615932, 11.9487908961593, nan, nan, nan, nan, nan, nan];
332;PANT-3;Rani et. Al. 2012;petriplate experiment;6.0;shoot dry weight (mg);2006.0;Sorghum;[0.0, 3.0, 6.0, 7.2, 10.0, 12.0, nan, nan, nan, nan, nan, nan];[100.0, 95.8960328317373, 53.4883720930233, 37.0725034199726, 29.5485636114911, 14.7742818057456, nan, nan, nan, nan, nan, nan];
333;PANT-4;Rani et. Al. 2012;petriplate experiment;6.0;shoot dry weight (mg);2006.0;Sorghum;[0.0, 3.0, 6.0, 7.2, 10.0, 12.0, nan, nan, nan, nan, nan, nan];[100.0, 95.6730769230769, 58.6538461538462, 47.8365384615385, 32.9326923076923, 15.1442307692308, nan, nan, nan, nan, nan, nan];
334;PANT-5;Rani et. Al. 2012;petriplate experiment;6.0;shoot dry weight (mg);2006.0;Sorghum;[0.0, 3.0, 6.0, 7.2, 10.0, 12.0, nan, nan, nan, nan, nan, nan];[100.0, 87.9699248120301, 46.3659147869674, 35.8395989974937, 33.0827067669173, 20.6766917293233, nan, nan, nan, nan, nan, nan];
335;PANT-6;Rani et. Al. 2012;petriplate experiment;6.0;shoot dry weight (mg);2006.0;Sorghum;[0.0, 3.0, 6.0, 7.2, 10.0, 12.0, nan, nan, nan, nan, nan, nan];[100.0, 84.2737094837935, 49.0996398559424, 42.2569027611044, 29.171668667467, 13.4453781512605, nan, nan, nan, nan, nan, nan];
336;CSV-15;Rani et. Al. 2012;petriplate experiment;6.0;shoot dry weight (mg);2006.0;Sorghum;[0.0, 3.0, 6.0, 7.2, 10.0, 12.0, nan, nan, nan, nan, nan, nan];[100.0, 94.1813261163735, 85.6562922868742, 55.8863328822734, 52.9093369418133, 44.7902571041949, nan, nan, nan, nan, nan, nan];
337;HD-19;Rani et. Al. 2012;petriplate experiment;6.0;shoot dry weight (mg);2006.0;Sorghum;[0.0, 3.0, 6.0, 7.2, 10.0, 12.0, nan, nan, nan, nan, nan, nan];[100.0, 84.2443729903537, 75.1339764201501, 45.9807073954984, 42.550911039657, 14.7909967845659, nan, nan, nan, nan, nan, nan];
338;HC-171;Rani et. Al. 2012;petriplate experiment;6.0;shoot dry weight (mg);2006.0;Sorghum;[0.0, 3.0, 6.0, 7.2, 10.0, 12.0, nan, nan, nan, nan, nan, nan];[100.0, 92.896781354051, 86.6814650388458, 48.5016648168701, 45.6159822419534, 44.173140954495, nan, nan, nan, nan, nan, nan];
339;HC-308;Rani et. Al. 2012;petriplate experiment;6.0;shoot dry weight (mg);2006.0;Sorghum;[0.0, 3.0, 6.0, 7.2, 10.0, 12.0, nan, nan, nan, nan, nan, nan];[100.0, 74.618320610687, 63.1679389312977, 25.9541984732824, 18.5114503816794, 14.1221374045802, nan, nan, nan, nan, nan, nan];
340;HC-136;Rani et. Al. 2012;petriplate experiment;6.0;shoot dry weight (mg);2006.0;Sorghum;[0.0, 3.0, 6.0, 7.2, 10.0, 12.0, nan, nan, nan, nan, nan, nan];[100.0, 80.6532663316583, 67.5879396984925, 24.1206030150754, 21.105527638191, 15.5778894472362, nan, nan, nan, nan, nan, nan];
341;HC-513;Rani et. Al. 2012;petriplate experiment;6.0;shoot dry weight (mg);2006.0;Sorghum;[0.0, 3.0, 6.0, 7.2, 10.0, 12.0, nan, nan, nan, nan, nan, nan];[100.0, 88.5521885521885, 82.0426487093154, 41.7508417508418, 13.8047138047138, 10.2132435465769, nan, nan, nan, nan, nan, nan];
342;HC-260;Rani et. Al. 2012;petriplate experiment;6.0;shoot dry weight (mg);2006.0;Sorghum;[0.0, 3.0, 6.0, 7.2, 10.0, 12.0, nan, nan, nan, nan, nan, nan];[100.0, 95.6298200514139, 77.3778920308483, 51.6709511568123, 42.4164524421594, 22.3650385604113, nan, nan, nan, nan, nan, nan];
